8874,14430,1
6417,17660,1
4218,953,1
4218,3304,1
4218,3977,1
4218,2564,1
4218,11826,1
4218,1260,1
4218,17659,1
4218,1107,1
4218,17890,1
4218,4099,1
4218,4152,1
4218,9281,1
4218,2846,1
4218,18410,1
4218,9370,1
4218,23790,1
4218,6358,1
4218,409,1
4218,3912,1
4218,17994,1
4218,3770,1
4218,1732,1
4218,17861,1
4218,247,1
4218,14883,1
4218,18301,1
4218,18051,1
4218,6202,1
4218,8890,1
4218,8283,1
4218,13630,1
4218,3830,1
4218,18372,1
4218,67,1
4218,402,1
4218,6003,1
8661,18169,1
8661,2612,1
8661,3725,1
8661,2610,1
8661,1732,1
8661,44,1
8661,25336,1
8661,2299,1
8661,3640,1
733,957,1
733,2736,1
733,4574,1
733,1226,1
733,10569,1
733,4899,1
733,3802,1
733,4152,1
733,17198,1
733,6629,1
733,18184,1
733,18411,1
733,1107,1
733,409,1
733,1071,1
733,108,1
733,6347,1
733,16269,1
733,1675,1
733,3912,1
733,205,1
733,12445,1
733,17621,1
733,163,1
733,5914,1
733,4181,1
733,3777,1
733,831,1
733,17944,1
733,716,1
733,67,1
733,2673,1
733,6358,1
733,95,1
733,5538,1
733,17891,1
733,2612,1
733,6003,1
733,6343,1
733,556,1
733,2624,1
733,1036,1
733,2299,1
733,533,1
733,15238,1
733,461,1
733,1732,1
15238,4601,1
15238,1201,1
15238,35,1
15238,10683,1
15238,1349,1
15238,8076,1
15238,1251,1
15238,2832,1
15238,2846,1
15238,1107,1
15238,95,1
15238,316,1
15238,1732,1
15238,2673,1
15238,733,1
15238,966,1
15238,2618,1
15238,11569,1
15238,716,1
15238,461,1
15238,3640,1
15238,14430,1
15238,6335,1
15238,892,1
15238,2299,1
15238,549,1
15238,11984,1
15238,247,1
15238,2310,1
15238,18244,1
15238,17685,1
15238,5232,1
15238,2585,1
15238,18441,1
15238,21046,1
15238,2610,1
15238,44,1
1132,3825,1
1132,18256,1
1132,14923,1
1132,13287,1
977,7862,1
977,1675,1
977,1049,1
977,840,1
977,3640,1
29012,533,1
2323,1675,1
11338,14475,1
11338,19280,1
11338,4100,1
11338,4469,1
11338,6570,1
11338,461,1
11338,14109,1
11338,4026,1
11338,1166,1
11338,7829,1
11338,13275,1
11338,8076,1
11338,11484,1
11338,3795,1
11338,6343,1
11338,19020,1
11338,3640,1
11338,2299,1
11338,2673,1
11338,15422,1
3440,17743,1
3440,18039,1
3440,10894,1
3440,3912,1
3440,13275,1
3440,866,1
3440,9281,1
3440,1203,1
3440,3500,1
3440,8076,1
3440,1260,1
3440,1107,1
3440,1343,1
3440,1732,1
3440,5228,1
3440,17944,1
3440,2624,1
3440,4181,1
3440,44,1
3440,640,1
3440,3777,1
3440,20611,1
3440,6293,1
3440,6225,1
3440,17861,1
3440,18169,1
3440,3206,1
3440,6346,1
3440,17675,1
3440,3802,1
3440,461,1
3440,5538,1
3440,658,1
3440,14828,1
3440,556,1
3440,4971,1
3440,3814,1
3440,533,1
3440,3725,1
3440,3860,1
3440,11877,1
25350,6003,1
25350,3729,1
17826,3632,1
17826,852,1
17826,2600,1
17826,2612,1
17826,367,1
17826,18441,1
17826,2616,1
17826,427,1
17826,16938,1
17826,26186,1
17826,2155,1
17826,359,1
17826,5961,1
17826,7835,1
17826,9252,1
17826,9216,1
17826,8489,1
17826,8202,1
17826,3614,1
17826,3817,1
17826,11831,1
17826,461,1
17826,2581,1
17826,2157,1
17826,3795,1
17826,287,1
17826,11900,1
17826,44,1
17826,2610,1
17826,21873,1
22255,2299,1
12689,16710,1
12689,20252,1
12689,14475,1
12689,5350,1
12689,18255,1
12689,8646,1
12689,17771,1
12689,1662,1
12689,13204,1
12689,1906,1
12689,18046,1
12689,18364,1
12689,2070,1
12689,61,1
12689,3237,1
12689,2287,1
12689,200,1
12689,7901,1
12689,5470,1
